Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power,Torque,Odometer,Speedometer,Seating_Capacity,Seats_Material,Audiosystem,Basic_Warranty,Child_Safety_Locks,Handbrake
Honda,City,Sv Mt Diesel,"Rs. 11,11,000",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1495 mm,4440 mm,1695 mm,Sedan,4,22.6 km/litre,25.6 km/litre,25.6 km/litre,1147 kg,6,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",175/65R15,175/65R15,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,5,Fabric,USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Honda,City,V Mt Diesel,"Rs. 11,91,000",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1495 mm,4440 mm,1695 mm,Sedan,4,22.6 km/litre,25.6 km/litre,25.6 km/litre,1148 kg,6,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",175/65R15,175/65R15,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Honda,City,Vx Mt Diesel,"Rs. 13,02,000",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1495 mm,4440 mm,1695 mm,Sedan,4,22.6 km/litre,25.1 km/litre,25.1 km/litre,1170 kg,6,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",185/55R16,185/55R16,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,5,Leather,DVD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Honda,City,Zx Mt Diesel,"Rs. 14,21,000",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1495 mm,4440 mm,1695 mm,Sedan,4,22.6 km/litre,25.1 km/litre,25.1 km/litre,1175 kg,6,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",185/55R16,185/55R16,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,5,Leather,DVD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Honda,City,Zx Cvt Petrol,"Rs. 14,31,000",1497 cc,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,40 litres,Petrol,1495 mm,4440 mm,1695 mm,Sedan,4,18 km/litre,18 km/litre,22.6 km/litre,1107 kg,5,165 mm,Ventilated Disc,Drum,"McPherson strut,coil spring","Torsion Beam Axle, Coil Spring",185/55R16,185/55R16,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,5,Leather,DVD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Honda,City,V Cvt Petrol,"Rs. 12,01,000",1497 cc,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,40 litres,Petrol,1495 mm,4440 mm,1695 mm,Sedan,4,14.3 km/litre,16.4 km/litre,17.8 km/litre,1080 kg,5,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",175/65R15,175/65R15,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Hyundai,Santro,Era Mt,"Rs. 4,29,990",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,,,20.3 km/litre,,5,,,,,,,,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,5,Fabric,Not on offer,,Yes,
Hyundai,Santro,Magna Mt,"Rs. 5,03,990",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,,,20.3 km/litre,,5,,,,,,,,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,5,Fabric,Not on offer,,Yes,
Hyundai,Santro,Magna Mt Cng,"Rs. 5,47,990",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,CNG,1560 mm,3610 mm,1645 mm,Hatchback,4,,,,,5,,,,,,,,59PS@5500RPM,99.04nm@4500RPM,Digital,Digital,5,Fabric,Not on offer,,Yes,
Hyundai,Santro,Magna Amt,"Rs. 5,30,990",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,,,20.3 km/litre,,5,,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,155/80 R13,155/80 R13,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Hyundai,Santro,Sportz Mt,"Rs. 5,12,990",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,,,20.3 km/litre,,5,,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Hyundai,Santro,Sportz Mt Cng,"Rs. 5,78,990",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,CNG,1560 mm,3610 mm,1645 mm,Hatchback,4,,,,,5,,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,59PS@5500RPM,8.3KGM@4500rpm,Analog,Analog,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Hyundai,Santro,Sportz Amt,"Rs. 5,70,990",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,,,20.3 km/litre,,5,,Solid Disc,Drum,Mc Pherson Struct,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Hyundai,Santro,Asta Mt,"Rs. 5,56,490",1086 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,,,20.3 km/litre,,5,,,,,,,,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,
Hyundai,Xcent Prime,Cng T + (Cng +,"Rs. 5,56,130",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,CNG + Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,5,Fabric,Not on offer,,Yes,Manual
Hyundai,Xcent Prime,T,"Rs. 5,36,859",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,,,15.7 km/litre,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,5,Fabric,Not on offer,,Yes,Manual
Hyundai,Xcent Prime,T+,"Rs. 5,56,130",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,,15.7 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,5,Fabric,Not on offer,,Yes,Manual
Hyundai,Xcent Prime,Cng T (Cng +,"Rs. 5,36,859",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,CNG + Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,81.8bhp@6000rpm,114Nm@6000rpm,Digital,Analog,5,Fabric,Not on offer,,Yes,Manual
Hyundai,Xcent Prime,T+ Crdi,"Rs. 6,39,616",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,,,20.14 km/litre,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,70bhp@4000RPM,114Nm@6000rpm,Digital,Analog,5,Fabric,Not on offer,,Yes,Manual
Hyundai,Xcent Prime,T Crdi,"Rs. 6,20,297",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,,,20 km/litre,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,71PS@4000rpm,114Nm@6000rpm,Digital,Analog,5,Fabric,Not on offer,,Yes,Manual
Hyundai,Elite I20,Era 1.2,"Rs. 5,59,693",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3995 mm,1710 mm,Hatchback,5,13.3 km/litre,18.6 km/litre,18.6 km/litre,1066 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,5,Fabric,Not on offer,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Era 1.4 Crdi,"Rs. 6,97,803",1396 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,18.4 km/litre,22.54 km/litre,22.54 km/litre,1510 kg,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,5,Fabric,Not on offer,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Magna Plus,"Rs. 6,34,950",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,13.3 km/litre,18.5 km/litre,18.6 km/litre,1058 kg,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Magna Plus Crdi,"Rs. 7,70,803",1396 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,18.4 km/litre,22.54 km/litre,22.54 km/litre,1510 kg,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Sportz Plus,"Rs. 7,21,693",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,13.3 km/litre,18.5 km/litre,18.6 km/litre,1060 kg,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,"Rs. 8,76,103",1396 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,18.4 km/litre,22.54 km/litre,22.54 km/litre,1515 kg,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Asta (O) 1.2,"Rs. 8,08,993",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3995 mm,1734 mm,Hatchback,5,13.3 km/litre,18.5 km/litre,18.15 km/litre,1515 kg,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,84PS@6000rpm,114Nm@4000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Asta (O) Crdi,"Rs. 9,34,003",1396 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,18.4 km/litre,22.5 km/litre,22.54 km/litre,1515 kg,6,170 mm,Ventilated Disc,Drum,McPherson strut & coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Asta (O) Cvt,"Rs. 9,20,993",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,13.3 km/litre,18.6 km/litre,18.6 km/litre,1066 kg,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,83PS@6000rpm,115Nm@4000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,,Manual
Hyundai,Elite I20,Sportz Plus Dual Tone,"Rs. 7,51,693",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,13.3 km/litre,18.5 km/litre,18.6 km/litre,1060 kg,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Sportz Plus Cvt,"Rs. 8,31,693",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,5,13.3 km/litre,18.5 km/litre,18.6 km/litre,1060 kg,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Elite I20,Sportz Plus Crdi,"Rs. 8,46,103",1396 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,5,18.4 km/litre,22.54 km/litre,22.54 km/litre,1515 kg,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual
Hyundai,Aura,E 1.2 Petrol,"Rs. 5,79,900",1197 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.5 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,83PS@6000rpm,114Nm@4000rpm,Digital,,5,Fabric,Not on offer,,Yes,Manual
Hyundai,Aura,S 1.2 Petrol,"Rs. 6,55,900",1197 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.5 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,83PS@6000rpm,114Nm@4000rpm,Digital,,5,Fabric,USB & Aux-in,,Yes,Manual
Hyundai,Aura,S 1.2 Amt Petrol,"Rs. 7,05,800",1197 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.1 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,83PS@6000rpm,114Nm@4000rpm,Digital,,5,Fabric,USB & Aux-in,,Yes,Manual
Hyundai,Aura,Sx 1.2 Petrol,"Rs. 7,29,900",1197 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.5 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,83PS@6000rpm,114Nm@4000rpm,Digital,Digital,5,Fabric,USB & Aux-in,,Yes,Manual
Hyundai,Aura,Sx Plus 1.2 Amt Petrol,"Rs. 8,04,800",1197 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.1 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,83PS@6000rpm,114Nm@4000rpm,Digital,Digital,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Hyundai,Aura,Sx (O) 1.2 Petrol,"Rs. 7,85,900",1197 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.5 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,83PS@6000rpm,114Nm@4000rpm,Digital,Digital,5,Leather,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Hyundai,Aura,S 1.2 Cng Petrol (Cng +,"Rs. 7,28,900",1197 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,CNG + Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,20.5 km/litre,20.5 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,69PS@6000rpm,95Nm@4000rpm,Digital,,5,Fabric,USB & Aux-in,,Yes,Manual
Hyundai,Aura,Sx Plus 1.0 Petrol,"Rs. 8,54,900",998 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.5 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,100PS@6000rpm,172Nm@1500-4000rpm,Digital,Digital,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Hyundai,Aura,S 1.2 Diesel,"Rs. 7,73,800",1186 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,,,25.35 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,75PS@4000rpm,190NM@1750-2250RPM,Digital,,5,Fabric,USB & Aux-in,,Yes,Manual
Hyundai,Aura,S 1.2 Amt Diesel,"Rs. 8,23,700",1186 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,,,20.4 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,75PS@4000rpm,190NM@1750-2250RPM,Digital,,5,Fabric,USB & Aux-in,,Yes,Manual
Hyundai,Aura,Sx Plus 1.2 Amt Diesel,"Rs. 9,22,700",1186 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,,,25.4 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,75PS@4000rpm,190NM@1750-2250RPM,Digital,Digital,5,Fabric,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Hyundai,Aura,Sx (O) 1.2 Diesel,"Rs. 9,03,800",1186 cc,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Diesel,1520 mm,3995 mm,1680 mm,Sedan,5,,,25.35 km/litre,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,75PS@4000rpm,190NM@1750-2250RPM,Digital,Digital,5,Leather,CD/MP3/DVD Player with USB & Aux-in,,Yes,Manual
Hyundai,Grand I10 Prime,Era T Crdi,"Rs. 5,51,530",1120 cc,3,FWD (Front Wheel Drive),,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5,24 km/litre,24 km/litre,,,5,,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,71PS@4000rpm,16.3Nm@1500-2750RPM,Yes,Yes,5,Fabric,Not on offer,,Yes,Automatic
Hyundai,Grand I10 Prime,Era T+ Crdi,"Rs. 5,68,930",1120 cc,3,FWD (Front Wheel Drive),,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5,24 km/litre,24 km/litre,,,5,,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,71PS@4000rpm,16.3Nm@1500-2750RPM,Yes,Yes,5,Fabric,Not on offer,,Yes,Automatic
Hyundai,Grand I10 Prime,Era T Vtvt,"Rs. 4,60,369",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.9 km/litre,19.77 km/litre,19.77 km/litre,1003 kg,5,165 mm,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,83PS@6000rpm,114Nm@4000rpm,Analog,Analog,5,Fabric,Not on offer,2 years / Unlimited Kms,Yes,Manual
Hyundai,Grand I10 Prime,Era T+ Vtvt,"Rs. 4,77,511",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.9 km/litre,19.77 km/litre,19.77 km/litre,1003 kg,5,165 mm,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,83PS@6000rpm,114Nm@4000rpm,Analog,Analog,5,Fabric,Not on offer,2 years / Unlimited Kms,Yes,Manual
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,"Rs. 5,45,946",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5,,,,935 kg,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5,Fabric,Not on offer,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Hyundai,Grand I10 Prime,Era T Cng Vtvt,"Rs. 5,28,804",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5,,,,935 kg,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,5,Fabric,Not on offer,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Manual
Hyundai,Venue,1.2 Kappa Mt E,"Rs. 6,55,000",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,17.52 km/litre,,5,200 mm,Ventilated Disc,Drum,McPherson Strut with Coil Spring Rear,Coupled Torsion Beam Axle with coil spring,195 / 65 R15,195 / 65 R15,82hp@6000rpm,112.7Nm@4000rpm,Yes,Yes,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Hyundai,Venue,1.0 Turbo Gdi Mt S,"Rs. 8,26,000",998 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.27 km/litre,,7,200 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,195 / 65 R15,195 / 65 R15,117hp@6000rpm,172Nm@4000rpm,Yes,Yes,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Hyundai,Venue,1.4 Crdi Mt E,"Rs. 7,80,000",1397 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590 mm,3995 mm,1770 mm,SUV,5,,,23.7 km/litre,,6,200 mm,Ventilated Disc,Drum,MacPherson Strut & Coil spring,Coupled Torsion Beam Axle with coil spring,195 / 65 R15,195 / 65 R15,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Hyundai,Venue,1.0 Turbo Gdi Mt Sx,"Rs. 9,59,000",998 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590 mm,3995 mm,1770 mm,SUV,5,,,18.27 km/litre,,6,200 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195 / 65 R15,195 / 65 R15,117bhp@6000rpm,172Nm@1500-4000rpm,Yes,Yes,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
